AREA_2,CODE_2,NAME_2,adm0,adm1,adm2,adm3,islands,province,regency,district,residency,government,division,subdivision,nativemen,nativewomen,nativetotal,eurmen,eurwomen,eurtotal,chinesemen,chinesewomen,chinesetotal,othermen,otherwomen,othertotal,totalmen,totalwomen,total
RIOUW EN ONDERHOORIGHEDEN,4,Lingga,SUMATRA,Rsdcy. RIOUW EN ONDERH,Div. TANDJOENGPINANG,Lingga,SUMATRA,,,,Rsdcy. RIOUW EN ONDERH,,Div. TANDJOENGPINANG,Lingga,11930,12560,24490,66,37,103,4220,1410,5630,160,141,301,16376,14148,30524
RIOUW EN ONDERHOORIGHEDEN,5,Karimoen,SUMATRA,Rsdcy. RIOUW EN ONDERH,Div. TANDJOENGPINANG,Karimoen,SUMATRA,,,,Rsdcy. RIOUW EN ONDERH,,Div. TANDJOENGPINANG,Karimoen,11490,11710,23200,31,16,47,8820,3068,11888,116,53,169,20457,14847,35304
RIOUW EN ONDERHOORIGHEDEN,7,Poelautoedjoeh,SUMATRA,Rsdcy. RIOUW EN ONDERH,Div. TANDJOENGPINANG,Poelautoedjoeh,SUMATRA,,,,Rsdcy. RIOUW EN ONDERH,,Div. TANDJOENGPINANG,Poelautoedjoeh,12937,12270,25207,7,4,11,1164,778,1942,21,22,43,14129,13074,27203
RIOUW EN ONDERHOORIGHEDEN,6,Tandjoengpinang,SUMATRA,Rsdcy. RIOUW EN ONDERH,Div. TANDJOENGPINANG,Tandjoengpinang,SUMATRA,,,,Rsdcy. RIOUW EN ONDERH,,Div. TANDJOENGPINANG,Tandjoengpinang,13622,12717,26339,202,132,334,10745,4043,14788,337,47,384,24906,16939,41845
TAPANOELI,4,Toba,SUMATRA,Rsdcy. TAPANOELI,Div. BATAKLANDEN,Toba,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. BATAKLANDEN,Toba,65985,69090,135075,47,51,98,104,68,172,6,11,17,66142,69220,135362
TAPANOELI,2,Samosir,SUMATRA,Rsdcy. TAPANOELI,Div. BATAKLANDEN,Samosir,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. BATAKLANDEN,Samosir,47723,48559,96282,6,6,12,6,1,7,0,0,0,47735,48566,96301
TAPANOELI,1,Dairilanden,SUMATRA,Rsdcy. TAPANOELI,Div. BATAKLANDEN,Dairilanden,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. BATAKLANDEN,Dairilanden,27219,26521,53740,15,5,20,176,101,277,0,0,0,27410,26627,54037
TAPANOELI,5,Hoogvlakte van Toba,SUMATRA,Rsdcy. TAPANOELI,Div. BATAKLANDEN,Hoogvlakte van Toba,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. BATAKLANDEN,Hoogvlakte van Toba,40759,44105,84864,5,3,8,25,11,36,0,0,0,40789,44119,84908
TAPANOELI,3,Baroes,SUMATRA,Rsdcy. TAPANOELI,Div. BATAKLANDEN,Baroes,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. BATAKLANDEN,Baroes,24997,24892,49889,9,6,15,156,134,290,30,24,54,25192,25056,50248
TAPANOELI,6,Silindoeng,SUMATRA,Rsdcy. TAPANOELI,Div. BATAKLANDEN,Silindoeng,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. BATAKLANDEN,Silindoeng,49771,52030,101801,99,82,181,177,77,254,11,10,21,50058,52199,102257
TAPANOELI,12,Noord-Nias,SUMATRA,Rsdcy. TAPANOELI,Div. NIAS,Noord-Nias,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. NIAS,Noord-Nias,64349,62672,127021,34,23,57,307,324,631,81,96,177,64771,63115,127886
TAPANOELI,13,Zuid-Nias,SUMATRA,Rsdcy. TAPANOELI,Div. NIAS,Zuid-Nias,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. NIAS,Zuid-Nias,29927,29130,59057,5,7,12,116,126,242,1,1,2,30049,29264,59313
TAPANOELI,14,Batoe-eilanden,SUMATRA,Rsdcy. TAPANOELI,Div. NIAS,Batoe-eilanden,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. NIAS,Batoe-eilanden,6270,5767,12037,7,6,13,286,279,565,2,2,4,6565,6054,12619
TAPANOELI,8,Angkola en Sipirok,SUMATRA,Rsdcy. TAPANOELI,Div. PADANGSIDEMPOEAN,Angkola en Sipirok,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. PADANGSIDEMPOEAN,Angkola en Sipirok,50392,47913,98305,79,49,128,570,282,852,58,23,81,51099,48267,99366
TAPANOELI,10,"Groot- en Klein Mandailing, Hoeloe en Pakantan",SUMATRA,Rsdcy. TAPANOELI,Div. PADANGSIDEMPOEAN,"Groot- en Klein Mandailing, Hoeloe en Pakantan",SUMATRA,,,,Rsdcy. TAPANOELI,,Div. PADANGSIDEMPOEAN,Groot- en Klein Mandailing Hoeloe en Pakantan,40903,40062,80965,11,5,16,75,42,117,31,21,52,41020,40130,81150
TAPANOELI,9,Padanglawas,SUMATRA,Rsdcy. TAPANOELI,Div. PADANGSIDEMPOEAN,Padanglawas,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. PADANGSIDEMPOEAN,Padanglawas,36165,35838,72003,2,0,2,59,13,72,0,0,0,36226,35851,72077
TAPANOELI,11,Natal en Batangnatal,SUMATRA,Rsdcy. TAPANOELI,Div. PADANGSIDEMPOEAN,Natal en Batangnatal,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. PADANGSIDEMPOEAN,Natal en Batangnatal,13586,12549,26135,10,1,11,97,54,151,17,15,32,13710,12619,26329
TAPANOELI,7,Sibolga en Ommelanden,SUMATRA,Rsdcy. TAPANOELI,Div. SIBOLGA EN OMMELANDEN,Sibolga en Ommelanden,SUMATRA,,,,Rsdcy. TAPANOELI,,Div. SIBOLGA EN OMMELANDEN,Sibolga en Ommelanden,20525,17683,38208,153,126,279,1231,807,2038,115,90,205,22024,18706,40730
GOUVT. WESTKUST VAN SUMATRA,4,Manindjau,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. AGAM,Manindjau,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. AGAM,Manindjau,48645,54966,103611,8,8,16,61,44,105,6,1,7,48720,55019,103739
GOUVT. WESTKUST VAN SUMATRA,1,Ophir,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. AGAM,Ophir,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. AGAM,Ophir,44308,42543,86851,38,24,62,224,54,278,13,6,19,44583,42627,87210
GOUVT. WESTKUST VAN SUMATRA,3,Oud-Agam,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. AGAM,Oud-Agam,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. AGAM,Oud-Agam,88733,101281,190014,299,298,597,473,339,812,148,136,284,89653,102054,191707
GOUVT. WESTKUST VAN SUMATRA,2,Loeboeksikaping,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. AGAM,Loeboeksikaping,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. AGAM,Loeboeksikaping,25561,25960,51521,14,4,18,8,5,13,1,0,1,25584,25969,51553
GOUVT. WESTKUST VAN SUMATRA,19,Kerintji-Indrapoera,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. KERINTJIPAINAN,Kerintji-Indrapoera,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. KERINTJIPAINAN,Kerintji-Indrapoera,54021,54005,108026,102,59,161,746,334,1080,45,17,62,54914,54415,109329
GOUVT. WESTKUST VAN SUMATRA,18,Painan,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. KERINTJIPAINAN,Painan,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. KERINTJIPAINAN,Painan,69263,70383,139646,14,10,24,420,439,859,35,23,58,69732,70855,140587
GOUVT. WESTKUST VAN SUMATRA,6,Soeliki,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. LIMAPOELOE KOTA,Soeliki,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. LIMAPOELOE KOTA,Soeliki,35673,35634,71307,45,28,73,21,14,35,0,0,0,35739,35676,71415
GOUVT. WESTKUST VAN SUMATRA,7,Pajakoemboeh,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. LIMAPOELOE KOTA,Pajakoemboeh,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. LIMAPOELOE KOTA,Pajakoemboeh,65106,61135,126241,25,15,40,564,476,1040,42,23,65,65737,61649,127386
GOUVT. WESTKUST VAN SUMATRA,5,Bangkinang,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. LIMAPOELOE KOTA,Bangkinang,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. LIMAPOELOE KOTA,Bangkinang,29176,33353,62529,14,10,24,251,79,330,8,16,24,29449,33458,62907
GOUVT. WESTKUST VAN SUMATRA,12,Padang,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. PADANG,Padang,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. PADANG,Padang,72120,63932,136052,1511,1419,2930,4392,3633,8025,777,706,1483,78800,69690,148490
GOUVT. WESTKUST VAN SUMATRA,13,Mentawai-eilanden,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. PADANG,Mentawai-eilanden,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. PADANG,Mentawai-eilanden,9668,8432,18100,8,8,16,24,9,33,0,0,0,9700,8449,18149
GOUVT. WESTKUST VAN SUMATRA,11,Pariaman,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. PADANG,Pariaman,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. PADANG,Pariaman,114594,114890,229484,24,12,36,251,254,505,71,83,154,114940,115239,230179
GOUVT. WESTKUST VAN SUMATRA,14,Solok,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. SOLOK,Solok,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. SOLOK,Solok,60365,62564,122929,43,30,73,138,79,217,27,28,55,60573,62701,123274
GOUVT. WESTKUST VAN SUMATRA,15,Sawahloento,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. SOLOK,Sawahloento,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. SOLOK,Sawahloento,23341,19638,42979,311,256,567,455,197,652,20,8,28,24127,20099,44226
GOUVT. WESTKUST VAN SUMATRA,17,Moearalaboeh,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. SOLOK,Moearalaboeh,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. SOLOK,Moearalaboeh,27149,24042,51191,78,49,127,267,60,327,1,0,1,27495,24151,51646
GOUVT. WESTKUST VAN SUMATRA,16,Alahanpandjang,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. SOLOK,Alahanpandjang,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. SOLOK,Alahanpandjang,28003,30181,58184,2,3,5,0,0,0,0,0,0,28005,30184,58189
GOUVT. WESTKUST VAN SUMATRA,8,Batipoeh en X Kota,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. TANAHDATAR,Batipoeh en X Kota,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. TANAHDATAR,Batipoeh en X Kota,33025,33188,66213,148,155,303,205,174,379,11,14,25,33389,33531,66920
GOUVT. WESTKUST VAN SUMATRA,10,Sidjoendjoeng,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. TANAHDATAR,Sidjoendjoeng,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. TANAHDATAR,Sidjoendjoeng,33137,33846,66983,16,7,23,94,40,134,0,0,0,33247,33893,67140
GOUVT. WESTKUST VAN SUMATRA,9,Fort van der Capellen,SUMATRA,Rsdcy. WESTKUST VAN SUMATRA,Div. TANAHDATAR,Fort van der Capellen,SUMATRA,,,,Rsdcy. WESTKUST VAN SUMATRA,,Div. TANAHDATAR,Fort van der Capellen,74786,81219,156005,8,10,18,70,68,138,47,44,91,74911,81341,156252
