AREA_2,CODE_2,NAME_2,adm0,adm1,adm2,adm3,islands,province,regency,district,residency,government,division,subdivision,nativemen,nativewomen,nativetotal,eurmen,eurwomen,eurtotal,chinesemen,chinesewomen,chinesetotal,othermen,otherwomen,othertotal,totalmen,totalwomen,total
JAVA EN MADOERA,309,Maospati,JAVA EN MADOERA,Oost-Java,Magetan,Maospati,JAVA EN MADOERA,Oost-Java,Magetan,Maospati,,,,,49141,51801,100942,40,41,81,430,401,831,1,6,7,49612,52249,101861
JAVA EN MADOERA,376,Toempang,JAVA EN MADOERA,Oost-Java,Malang,Toempang,JAVA EN MADOERA,Oost-Java,Malang,Toempang,,,,,66224,69541,135765,69,55,124,429,348,777,11,17,28,66733,69961,136694
JAVA EN MADOERA,375,Singosari,JAVA EN MADOERA,Oost-Java,Malang,Singosari,JAVA EN MADOERA,Oost-Java,Malang,Singosari,,,,,51216,55133,106349,267,239,506,432,329,761,33,25,58,51948,55726,107674
JAVA EN MADOERA,377,Malang,JAVA EN MADOERA,Oost-Java,Malang,Malang,JAVA EN MADOERA,Oost-Java,Malang,Malang,,,,,69605,73337,142942,3893,3740,7633,4768,3284,8052,393,322,715,78659,80683,159342
JAVA EN MADOERA,378,Kepandjen,JAVA EN MADOERA,Oost-Java,Malang,Kepandjen,JAVA EN MADOERA,Oost-Java,Malang,Kepandjen,,,,,71970,75409,147379,193,153,346,794,526,1320,50,48,98,73007,76136,149143
JAVA EN MADOERA,381,Toeren,JAVA EN MADOERA,Oost-Java,Malang,Toeren,JAVA EN MADOERA,Oost-Java,Malang,Toeren,,,,,80965,83884,164849,347,248,595,734,410,1144,49,13,62,82095,84555,166650
JAVA EN MADOERA,379,Boeloelawang,JAVA EN MADOERA,Oost-Java,Malang,Boeloelawang,JAVA EN MADOERA,Oost-Java,Malang,Boeloelawang,,,,,70994,75664,146658,198,152,350,563,337,900,25,16,41,71780,76169,147949
JAVA EN MADOERA,380,Pagak,JAVA EN MADOERA,Oost-Java,Malang,Pagak,JAVA EN MADOERA,Oost-Java,Malang,Pagak,,,,,80683,83486,164169,124,68,192,396,180,576,6,2,8,81209,83736,164945
JAVA EN MADOERA,374,Poedjon,JAVA EN MADOERA,Oost-Java,Malang,Poedjon,JAVA EN MADOERA,Oost-Java,Malang,Poedjon,,,,,50543,51653,102196,284,296,580,415,336,751,12,17,29,51254,52302,103556
JAVA EN MADOERA,356,Djaboeng,JAVA EN MADOERA,Oost-Java,Modjokerto,Djaboeng,JAVA EN MADOERA,Oost-Java,Modjokerto,Djaboeng,,,,,29477,31179,60656,76,57,133,204,136,340,4,9,13,29761,31381,61142
JAVA EN MADOERA,355,Modjosari,JAVA EN MADOERA,Oost-Java,Modjokerto,Modjosari,JAVA EN MADOERA,Oost-Java,Modjokerto,Modjosari,,,,,63442,69327,132769,149,112,261,469,369,838,56,50,106,64116,69858,133974
JAVA EN MADOERA,353,Modjokasri,JAVA EN MADOERA,Oost-Java,Modjokerto,Modjokasri,JAVA EN MADOERA,Oost-Java,Modjokerto,Modjokasri,,,,,44957,46770,91727,92,64,156,199,147,346,0,3,3,45248,46984,92232
JAVA EN MADOERA,354,Modjokerto,JAVA EN MADOERA,Oost-Java,Modjokerto,Modjokerto,JAVA EN MADOERA,Oost-Java,Modjokerto,Modjokerto,,,,,49150,53041,102191,556,548,1104,1661,1333,2994,177,194,371,51544,55116,106660
JAVA EN MADOERA,342,Kertosono,JAVA EN MADOERA,Oost-Java,Ngandjoek,Kertosono,JAVA EN MADOERA,Oost-Java,Ngandjoek,Kertosono,,,,,34369,35274,69643,122,123,245,740,672,1412,26,15,41,35257,36084,71341
JAVA EN MADOERA,339,Berbek,JAVA EN MADOERA,Oost-Java,Ngandjoek,Berbek,JAVA EN MADOERA,Oost-Java,Ngandjoek,Berbek,,,,,51430,52172,103602,42,40,82,301,258,559,1,2,3,51774,52472,104246
JAVA EN MADOERA,340,Ngandjoek,JAVA EN MADOERA,Oost-Java,Ngandjoek,Ngandjoek,JAVA EN MADOERA,Oost-Java,Ngandjoek,Ngandjoek,,,,,58302,60590,118892,141,138,279,715,651,1366,26,13,39,59184,61392,120576
JAVA EN MADOERA,343,Waroedjajeng,JAVA EN MADOERA,Oost-Java,Ngandjoek,Waroedjajeng,JAVA EN MADOERA,Oost-Java,Ngandjoek,Waroedjajeng,,,,,61325,61185,122510,78,46,124,457,460,917,8,7,15,61868,61698,123566
JAVA EN MADOERA,341,Lengkong,JAVA EN MADOERA,Oost-Java,Ngandjoek,Lengkong,JAVA EN MADOERA,Oost-Java,Ngandjoek,Lengkong,,,,,26932,28003,54935,13,9,22,118,116,234,0,0,0,27063,28128,55191
JAVA EN MADOERA,308,Dero,JAVA EN MADOERA,Oost-Java,Ngawi,Dero,JAVA EN MADOERA,Oost-Java,Ngawi,Dero,,,,,51219,53073,104292,13,8,21,30,30,60,0,0,0,51262,53111,104373
JAVA EN MADOERA,306,Ngrambe,JAVA EN MADOERA,Oost-Java,Ngawi,Ngrambe,JAVA EN MADOERA,Oost-Java,Ngawi,Ngrambe,,,,,44689,45438,90127,35,25,60,101,83,184,8,4,12,44833,45550,90383
JAVA EN MADOERA,307,Ngawi,JAVA EN MADOERA,Oost-Java,Ngawi,Ngawi,JAVA EN MADOERA,Oost-Java,Ngawi,Ngawi,,,,,55586,56029,111615,214,197,411,521,468,989,28,26,54,56349,56720,113069
JAVA EN MADOERA,305,Gendingan,JAVA EN MADOERA,Oost-Java,Ngawi,Gendingan,JAVA EN MADOERA,Oost-Java,Ngawi,Gendingan,,,,,40009,40724,80733,78,59,137,160,120,280,0,0,0,40247,40903,81150
JAVA EN MADOERA,422,Boender,JAVA EN MADOERA,Oost-Java,Pamekasan,Boender,JAVA EN MADOERA,Oost-Java,Pamekasan,Boender,,,,,36769,41981,78750,16,13,29,45,52,97,4,2,6,36834,42048,78882
JAVA EN MADOERA,421,Pamekasan,JAVA EN MADOERA,Oost-Java,Pamekasan,Pamekasan,JAVA EN MADOERA,Oost-Java,Pamekasan,Pamekasan,,,,,38687,43228,81915,157,112,269,316,391,707,286,331,617,39446,44062,83508
JAVA EN MADOERA,424,Waroe (in PAMEKASAN),JAVA EN MADOERA,Oost-Java,Pamekasan,Waroe (in PAMEKASAN),JAVA EN MADOERA,Oost-Java,Pamekasan,Waroe,,,,,43363,46054,89417,3,0,3,27,36,63,15,11,26,43408,46101,89509
JAVA EN MADOERA,423,Pangantenan,JAVA EN MADOERA,Oost-Java,Pamekasan,Pangantenan,JAVA EN MADOERA,Oost-Java,Pamekasan,Pangantenan,,,,,49862,54146,104008,0,0,0,27,16,43,21,24,45,49910,54186,104096
JAVA EN MADOERA,410,Sitoebondo,JAVA EN MADOERA,Oost-Java,Panaroekan,Sitoebondo,JAVA EN MADOERA,Oost-Java,Panaroekan,Sitoebondo,,,,,45574,47383,92957,185,178,363,839,598,1437,293,328,621,46891,48487,95378
JAVA EN MADOERA,409,Panaroekan,JAVA EN MADOERA,Oost-Java,Panaroekan,Panaroekan,JAVA EN MADOERA,Oost-Java,Panaroekan,Panaroekan,,,,,17980,18198,36178,52,32,84,208,171,379,32,39,71,18272,18440,36712
JAVA EN MADOERA,408,Besoeki,JAVA EN MADOERA,Oost-Java,Panaroekan,Besoeki,JAVA EN MADOERA,Oost-Java,Panaroekan,Besoeki,,,,,47493,49293,96786,56,43,99,312,249,561,183,256,439,48044,49841,97885
JAVA EN MADOERA,411,Soemberwaroe,JAVA EN MADOERA,Oost-Java,Panaroekan,Soemberwaroe,JAVA EN MADOERA,Oost-Java,Panaroekan,Soemberwaroe,,,,,36857,38195,75052,44,41,85,233,180,413,81,80,161,37215,38496,75711
JAVA EN MADOERA,370,Wangkal,JAVA EN MADOERA,Oost-Java,Pasoeroean,Wangkal,JAVA EN MADOERA,Oost-Java,Pasoeroean,Wangkal,,,,,21802,24572,46374,17,6,23,43,41,84,2,4,6,21864,24623,46487
JAVA EN MADOERA,369,Tengger (in PASOEROEAN),JAVA EN MADOERA,Oost-Java,Pasoeroean,Tengger (in PASOEROEAN),JAVA EN MADOERA,Oost-Java,Pasoeroean,Tengger,,,,,31276,33344,64620,86,87,173,171,87,258,7,2,9,31540,33520,65060
JAVA EN MADOERA,371,Kebontjandi,JAVA EN MADOERA,Oost-Java,Pasoeroean,Kebontjandi,JAVA EN MADOERA,Oost-Java,Pasoeroean,Kebontjandi,,,,,29108,32252,61360,49,32,81,223,182,405,27,20,47,29407,32486,61893
JAVA EN MADOERA,372,Grati,JAVA EN MADOERA,Oost-Java,Pasoeroean,Grati,JAVA EN MADOERA,Oost-Java,Pasoeroean,Grati,,,,,36652,39938,76590,17,13,30,210,141,351,22,21,43,36901,40113,77014
JAVA EN MADOERA,373,Pasoeroean,JAVA EN MADOERA,Oost-Java,Pasoeroean,Pasoeroean,JAVA EN MADOERA,Oost-Java,Pasoeroean,Pasoeroean,,,,,43566,47870,91436,423,440,863,1621,1389,3010,302,352,654,45912,50051,95963
JAVA EN MADOERA,322,Tegalombo,JAVA EN MADOERA,Oost-Java,Patjitan,Tegalombo,JAVA EN MADOERA,Oost-Java,Patjitan,Tegalombo,,,,,29015,30123,59138,0,0,0,4,1,5,0,0,0,29019,30124,59143
JAVA EN MADOERA,324,Patjitan,JAVA EN MADOERA,Oost-Java,Patjitan,Patjitan,JAVA EN MADOERA,Oost-Java,Patjitan,Patjitan,,,,,43987,48198,92185,12,23,35,130,170,300,2,2,4,44131,48393,92524
JAVA EN MADOERA,325,Lorog,JAVA EN MADOERA,Oost-Java,Patjitan,Lorog,JAVA EN MADOERA,Oost-Java,Patjitan,Lorog,,,,,38486,41184,79670,0,0,0,5,4,9,0,0,0,38491,41188,79679
JAVA EN MADOERA,323,Poenoeng,JAVA EN MADOERA,Oost-Java,Patjitan,Poenoeng,JAVA EN MADOERA,Oost-Java,Patjitan,Poenoeng,,,,,31313,32933,64246,2,2,4,20,12,32,0,0,0,31335,32947,64282
JAVA EN MADOERA,318,Ponorogo,JAVA EN MADOERA,Oost-Java,Ponorogo,Ponorogo,JAVA EN MADOERA,Oost-Java,Ponorogo,Ponorogo,,,,,53034,53847,106881,72,64,136,550,440,990,15,3,18,53671,54354,108025
JAVA EN MADOERA,319,Poeloeng,JAVA EN MADOERA,Oost-Java,Ponorogo,Poeloeng,JAVA EN MADOERA,Oost-Java,Ponorogo,Poeloeng,,,,,26610,27384,53994,5,5,10,14,6,20,0,0,0,26629,27395,54024
JAVA EN MADOERA,320,Ardjowinangoen,JAVA EN MADOERA,Oost-Java,Ponorogo,Ardjowinangoen,JAVA EN MADOERA,Oost-Java,Ponorogo,Ardjowinangoen,,,,,42906,43445,86351,3,1,4,68,42,110,0,0,0,42977,43488,86465
JAVA EN MADOERA,317,Soemoroto,JAVA EN MADOERA,Oost-Java,Ponorogo,Soemoroto,JAVA EN MADOERA,Oost-Java,Ponorogo,Soemoroto,,,,,60087,60780,120867,20,18,38,72,66,138,0,0,0,60179,60864,121043
JAVA EN MADOERA,321,Djebeng,JAVA EN MADOERA,Oost-Java,Ponorogo,Djebeng,JAVA EN MADOERA,Oost-Java,Ponorogo,Djebeng,,,,,53275,54986,108261,12,16,28,33,37,70,0,0,0,53320,55039,108359
JAVA EN MADOERA,386,Tengger (in PROBOLINGGO),JAVA EN MADOERA,Oost-Java,Probolinggo,Tengger (in PROBOLINGGO),JAVA EN MADOERA,Oost-Java,Probolinggo,Tengger,,,,,23980,25353,49333,14,5,19,42,28,70,1,1,2,24037,25387,49424
JAVA EN MADOERA,387,Tongas,JAVA EN MADOERA,Oost-Java,Probolinggo,Tongas,JAVA EN MADOERA,Oost-Java,Probolinggo,Tongas,,,,,36494,39134,75628,46,36,82,73,46,119,9,14,23,36622,39230,75852
JAVA EN MADOERA,388,Probolinggo,JAVA EN MADOERA,Oost-Java,Probolinggo,Probolinggo,JAVA EN MADOERA,Oost-Java,Probolinggo,Probolinggo,,,,,41074,44218,85292,480,472,952,2050,1670,3720,250,233,483,43854,46593,90447
JAVA EN MADOERA,389,Dringoe,JAVA EN MADOERA,Oost-Java,Probolinggo,Dringoe,JAVA EN MADOERA,Oost-Java,Probolinggo,Dringoe,,,,,25275,26587,51862,30,26,56,102,88,190,3,7,10,25410,26708,52118
JAVA EN MADOERA,417,Ketapang,JAVA EN MADOERA,Oost-Java,Sampang,Ketapang,JAVA EN MADOERA,Oost-Java,Sampang,Ketapang,,,,,68911,74398,143309,0,0,0,94,96,190,3,1,4,69008,74495,143503
JAVA EN MADOERA,419,Tordjoen,JAVA EN MADOERA,Oost-Java,Sampang,Tordjoen,JAVA EN MADOERA,Oost-Java,Sampang,Tordjoen,,,,,37551,42957,80508,28,23,51,6,10,16,6,6,12,37591,42996,80587
JAVA EN MADOERA,418,Kedoengdoeng,JAVA EN MADOERA,Oost-Java,Sampang,Kedoengdoeng,JAVA EN MADOERA,Oost-Java,Sampang,Kedoengdoeng,,,,,58756,64334,123090,2,0,2,7,12,19,4,4,8,58769,64350,123119
JAVA EN MADOERA,420,Kota Sampang,JAVA EN MADOERA,Oost-Java,Sampang,Kota Sampang,JAVA EN MADOERA,Oost-Java,Sampang,Kota sampang,,,,,57366,65746,123112,23,18,41,154,146,300,39,38,77,57582,65948,123530
JAVA EN MADOERA,363,Sidoardjo,JAVA EN MADOERA,Oost-Java,Sidoardjo,Sidoardjo,JAVA EN MADOERA,Oost-Java,Sidoardjo,Sidoardjo,,,,,38832,43785,82617,262,244,506,893,683,1576,65,47,112,40052,44759,84811
JAVA EN MADOERA,362,Taman,JAVA EN MADOERA,Oost-Java,Sidoardjo,Taman,JAVA EN MADOERA,Oost-Java,Sidoardjo,Taman,,,,,50903,57296,108199,187,176,363,505,392,897,132,154,286,51727,58018,109745
JAVA EN MADOERA,364,Porong,JAVA EN MADOERA,Oost-Java,Sidoardjo,Porong,JAVA EN MADOERA,Oost-Java,Sidoardjo,Porong,,,,,55221,59934,115155,140,108,248,366,285,651,10,2,12,55737,60329,116066
JAVA EN MADOERA,361,Krian,JAVA EN MADOERA,Oost-Java,Sidoardjo,Krian,JAVA EN MADOERA,Oost-Java,Sidoardjo,Krian,,,,,56098,60435,116533,131,128,259,497,391,888,67,57,124,56793,61011,117804
JAVA EN MADOERA,431,Sepoedi,JAVA EN MADOERA,Oost-Java,Soemenep,Sepoedi,JAVA EN MADOERA,Oost-Java,Soemenep,Sepoedi,,,,,29389,33815,63204,0,0,0,89,114,203,72,55,127,29550,33984,63534
JAVA EN MADOERA,427,Timoerlaoet,JAVA EN MADOERA,Oost-Java,Soemenep,Timoerlaoet,JAVA EN MADOERA,Oost-Java,Soemenep,Timoerlaoet,,,,,48188,57108,105296,0,0,0,53,79,132,12,12,24,48253,57199,105452
JAVA EN MADOERA,428,Soemenep,JAVA EN MADOERA,Oost-Java,Soemenep,Soemenep,JAVA EN MADOERA,Oost-Java,Soemenep,Soemenep,,,,,34439,41047,75486,165,169,334,493,543,1036,546,684,1230,35643,42443,78086
JAVA EN MADOERA,425,Baratdaja,JAVA EN MADOERA,Oost-Java,Soemenep,Baratdaja,JAVA EN MADOERA,Oost-Java,Soemenep,Baratdaja,,,,,40263,44280,84543,0,0,0,25,24,49,8,6,14,40296,44310,84606
JAVA EN MADOERA,429,Manding,JAVA EN MADOERA,Oost-Java,Soemenep,Manding,JAVA EN MADOERA,Oost-Java,Soemenep,Manding,,,,,35991,40455,76446,0,0,0,0,0,0,6,8,14,35997,40463,76460
JAVA EN MADOERA,426,Baratlaoet,JAVA EN MADOERA,Oost-Java,Soemenep,Baratlaoet,JAVA EN MADOERA,Oost-Java,Soemenep,Baratlaoet,,,,,40719,46440,87159,1,0,1,40,36,76,27,26,53,40787,46502,87289
JAVA EN MADOERA,432,Kangean,JAVA EN MADOERA,Oost-Java,Soemenep,Kangean,JAVA EN MADOERA,Oost-Java,Soemenep,Kangean,,,,,20153,20380,40533,4,4,8,32,40,72,58,72,130,20247,20496,40743
JAVA EN MADOERA,430,Timoerdaja,JAVA EN MADOERA,Oost-Java,Soemenep,Timoerdaja,JAVA EN MADOERA,Oost-Java,Soemenep,Timoerdaja,,,,,44111,49937,94048,1,0,1,142,146,288,14,15,29,44268,50098,94366
JAVA EN MADOERA,358,Soerabaia,JAVA EN MADOERA,Oost-Java,Soerabaia,Soerabaia,JAVA EN MADOERA,Oost-Java,Soerabaia,Soerabaia,,,,,119927,126208,246135,11240,10691,21931,22960,13906,36866,3147,2436,5583,157274,153241,310515
JAVA EN MADOERA,360,Goenoengkendeng,JAVA EN MADOERA,Oost-Java,Soerabaia,Goenoengkendeng,JAVA EN MADOERA,Oost-Java,Soerabaia,Goenoengkendeng,,,,,64111,67537,131648,93,70,163,134,138,272,21,18,39,64359,67763,132122
JAVA EN MADOERA,359,Djabakotta,JAVA EN MADOERA,Oost-Java,Soerabaia,Djabakotta,JAVA EN MADOERA,Oost-Java,Soerabaia,Djaba Kotta,,,,,44384,48247,92631,2088,1961,4049,1314,824,2138,68,26,94,47854,51058,98912
JAVA EN MADOERA,357,Bawean,JAVA EN MADOERA,Oost-Java,Soerabaia,Bawean,JAVA EN MADOERA,Oost-Java,Soerabaia,Bawean,,,,,11913,17947,29860,1,1,2,0,0,0,0,0,0,11914,17948,29862
JAVA EN MADOERA,288,Djenoe,JAVA EN MADOERA,Oost-Java,Toeban,Djenoe,JAVA EN MADOERA,Oost-Java,Toeban,Djenoe,,,,,33653,35291,68944,2,4,6,103,98,201,1,0,1,33759,35393,69152
JAVA EN MADOERA,287,Rengel,JAVA EN MADOERA,Oost-Java,Toeban,Rengel,JAVA EN MADOERA,Oost-Java,Toeban,Bengel,,,,,58178,61431,119609,6,4,10,490,558,1048,5,3,8,58679,61996,120675
JAVA EN MADOERA,285,Djatirogo,JAVA EN MADOERA,Oost-Java,Toeban,Djatirogo,JAVA EN MADOERA,Oost-Java,Toeban,Djatirogo,,,,,30659,31652,62311,8,6,14,298,292,590,2,1,3,30967,31951,62918
JAVA EN MADOERA,286,Singgahan,JAVA EN MADOERA,Oost-Java,Toeban,Singgahan,JAVA EN MADOERA,Oost-Java,Toeban,Singgahan,,,,,45257,47170,92427,5,2,7,117,122,239,5,2,7,45384,47296,92680
JAVA EN MADOERA,284,Bantjar,JAVA EN MADOERA,Oost-Java,Toeban,Bantjar,JAVA EN MADOERA,Oost-Java,Toeban,Bantjar,,,,,39109,41154,80263,0,0,0,252,260,512,2,3,5,39363,41417,80780
JAVA EN MADOERA,289,Toeban,JAVA EN MADOERA,Oost-Java,Toeban,Toeban,JAVA EN MADOERA,Oost-Java,Toeban,Toeban,,,,,57297,60744,118041,67,55,122,1593,1674,3267,254,299,553,59211,62772,121983
JAVA EN MADOERA,331,Toeloengagoeng,JAVA EN MADOERA,Oost-Java,Toeloengagoeng,Toeloengagoeng,JAVA EN MADOERA,Oost-Java,Toeloengagoeng,Toeloengagoeng,,,,,59512,61026,120538,164,135,299,1727,1405,3132,117,82,199,61520,62648,124168
JAVA EN MADOERA,333,Ngoenoet,JAVA EN MADOERA,Oost-Java,Toeloengagoeng,Ngoenoet,JAVA EN MADOERA,Oost-Java,Toeloengagoeng,Ngoenoet,,,,,74378,73831,148209,104,60,164,615,429,1044,9,2,11,75106,74322,149428
JAVA EN MADOERA,330,Kalangbret,JAVA EN MADOERA,Oost-Java,Toeloengagoeng,Kalangbret,JAVA EN MADOERA,Oost-Java,Toeloengagoeng,Kalangbret,,,,,49057,51396,100453,66,50,116,277,209,486,1,1,2,49401,51656,101057
JAVA EN MADOERA,332,Tjampoerdarat,JAVA EN MADOERA,Oost-Java,Toeloengagoeng,Tjampoerdarat,JAVA EN MADOERA,Oost-Java,Toeloengagoeng,Tjampoerdarat,,,,,42509,45315,87824,20,7,27,121,82,203,0,0,0,42650,45404,88054
JAVA EN MADOERA,327,Kampak,JAVA EN MADOERA,Oost-Java,Trenggalek,Kampak,JAVA EN MADOERA,Oost-Java,Trenggalek,Kampak,,,,,24704,26583,51287,8,4,12,54,33,87,0,0,0,24766,26620,51386
JAVA EN MADOERA,328,Karangan,JAVA EN MADOERA,Oost-Java,Trenggalek,Karangan,JAVA EN MADOERA,Oost-Java,Trenggalek,Karangan,,,,,30914,31828,62742,1,0,1,9,7,16,0,0,0,30924,31835,62759
JAVA EN MADOERA,326,Panggoel,JAVA EN MADOERA,Oost-Java,Trenggalek,Panggoel,JAVA EN MADOERA,Oost-Java,Trenggalek,Panggoel,,,,,28629,30022,58651,0,0,0,54,41,95,0,0,0,28683,30063,58746
JAVA EN MADOERA,329,Trenggalek,JAVA EN MADOERA,Oost-Java,Trenggalek,Trenggalek,JAVA EN MADOERA,Oost-Java,Trenggalek,Trenggalek,,,,,37977,40606,78583,36,29,65,271,276,547,3,1,4,38287,40912,79199
JAVA EN MADOERA,260,Bojolali,JAVA EN MADOERA,Soerakarta,Bojolali,Bojolali,JAVA EN MADOERA,Soerakarta,Bojolali,Bojolali,,,,,35166,36553,71719,154,143,297,276,301,577,6,1,7,35602,36998,72600
JAVA EN MADOERA,263,Karanggede,JAVA EN MADOERA,Soerakarta,Bojolali,Karanggede,JAVA EN MADOERA,Soerakarta,Bojolali,Karanggede,,,,,31614,31281,62895,3,2,5,23,22,45,1,1,2,31641,31306,62947
JAVA EN MADOERA,261,Banjoedono,JAVA EN MADOERA,Soerakarta,Bojolali,Banjoedono,JAVA EN MADOERA,Soerakarta,Bojolali,Banjoedono,,,,,35009,36734,71743,56,61,117,25,30,55,1,1,2,35091,36826,71917
JAVA EN MADOERA,262,Temon,JAVA EN MADOERA,Soerakarta,Bojolali,Temon,JAVA EN MADOERA,Soerakarta,Bojolali,Temon,,,,,38268,38494,76762,32,11,43,39,27,66,0,0,0,38339,38532,76871
JAVA EN MADOERA,259,Ampel,JAVA EN MADOERA,Soerakarta,Bojolali,Ampel,JAVA EN MADOERA,Soerakarta,Bojolali,Ampel,,,,,21237,22226,43463,51,34,85,50,40,90,0,0,0,21338,22300,43638
JAVA EN MADOERA,264,Djoewangi,JAVA EN MADOERA,Soerakarta,Bojolali,Djoewangi,JAVA EN MADOERA,Soerakarta,Bojolali,Djoewangi,,,,,24719,25225,49944,10,12,22,53,55,108,0,0,0,24782,25292,50074
JAVA EN MADOERA,257,Delanggoe,JAVA EN MADOERA,Soerakarta,Klaten,Delanggoe,JAVA EN MADOERA,Soerakarta,Klaten,Delanggoe,,,,,55868,59380,115248,137,120,257,256,166,422,1,1,2,56262,59667,115929
JAVA EN MADOERA,254,Bedji,JAVA EN MADOERA,Soerakarta,Klaten,Bedji,JAVA EN MADOERA,Soerakarta,Klaten,Bedji,,,,,63769,66382,130151,62,44,106,310,265,575,0,2,2,64141,66693,130834
JAVA EN MADOERA,258,Djatinom,JAVA EN MADOERA,Soerakarta,Klaten,Djatinom,JAVA EN MADOERA,Soerakarta,Klaten,Djatinom,,,,,48025,49890,97915,127,111,238,236,225,461,0,1,1,48388,50227,98615
JAVA EN MADOERA,256,Klaten,JAVA EN MADOERA,Soerakarta,Klaten,Klaten,JAVA EN MADOERA,Soerakarta,Klaten,Klaten,,,,,57903,61009,118912,412,393,805,983,801,1784,14,13,27,59312,62216,121528
JAVA EN MADOERA,255,Gondangwinangoen,JAVA EN MADOERA,Soerakarta,Klaten,Gondangwinangoen,JAVA EN MADOERA,Soerakarta,Klaten,Gondangwinangoen,,,,,51270,54720,105990,179,160,339,172,166,338,0,0,0,51621,55046,106667
JAVA EN MADOERA,276,Karanganjar (in KOTA MANGKOENEGARAN),JAVA EN MADOERA,Soerakarta,Kotta mangkoenegaran,Karanganjar (in KOTA MANGKOENEGARAN),JAVA EN MADOERA,Soerakarta,Kotta mangkoenegaran,Karanganjar,,,,,42656,42711,85367,86,68,154,233,146,379,4,3,7,42979,42928,85907
JAVA EN MADOERA,275,Kota Mangkoenegaran,JAVA EN MADOERA,Soerakarta,Kotta mangkoenegaran,Kota Mangkoenegaran,JAVA EN MADOERA,Soerakarta,Kotta mangkoenegaran,Kotta mangkoenegaran,,,,,42202,44217,86419,502,494,996,967,1015,1982,30,31,61,43701,45757,89458
JAVA EN MADOERA,277,Karangpandan,JAVA EN MADOERA,Soerakarta,Kotta mangkoenegaran,Karangpandan,JAVA EN MADOERA,Soerakarta,Kotta mangkoenegaran,Karangpandan,,,,,40447,40401,80848,44,28,72,97,87,184,0,0,0,40588,40516,81104
JAVA EN MADOERA,278,Djoemapolo,JAVA EN MADOERA,Soerakarta,Kotta mangkoenegaran,Djoemapolo,JAVA EN MADOERA,Soerakarta,Kotta mangkoenegaran,Djoemapolo,,,,,32403,32525,64928,2,1,3,26,22,48,0,0,0,32431,32548,64979
JAVA EN MADOERA,272,Bekonang,JAVA EN MADOERA,Soerakarta,Soerakarta,Bekonang,JAVA EN MADOERA,Soerakarta,Soerakarta,Bekonang,,,,,21587,22316,43903,2,4,6,51,51,102,7,6,13,21647,22377,44024
JAVA EN MADOERA,270,Soerakarta,JAVA EN MADOERA,Soerakarta,Soerakarta,Soerakarta,JAVA EN MADOERA,Soerakarta,Soerakarta,Soerakarta,,,,,57640,64007,121647,1178,1161,2339,5096,4490,9586,684,643,1327,64598,70301,134899
JAVA EN MADOERA,271,Kartasoera,JAVA EN MADOERA,Soerakarta,Soerakarta,Kartasoera,JAVA EN MADOERA,Soerakarta,Soerakarta,Kartasoera,,,,,33869,36483,70352,72,47,119,382,417,799,2,1,3,34325,36948,71273
JAVA EN MADOERA,274,Tawangsari,JAVA EN MADOERA,Soerakarta,Soerakarta,Tawangsari,JAVA EN MADOERA,Soerakarta,Soerakarta,Tawangsari,,,,,31553,32075,63628,7,3,10,9,8,17,0,0,0,31569,32086,63655
JAVA EN MADOERA,273,Soekohardjo,JAVA EN MADOERA,Soerakarta,Soerakarta,Soekohardjo,JAVA EN MADOERA,Soerakarta,Soerakarta,Soekohardjo,,,,,38460,39175,77635,14,9,23,143,97,240,0,0,0,38617,39281,77898
JAVA EN MADOERA,266,Gesi,JAVA EN MADOERA,Soerakarta,Sragen,Gesi,JAVA EN MADOERA,Soerakarta,Sragen,Gesi,,,,,26582,26190,52772,10,5,15,5,2,7,0,0,0,26597,26197,52794
JAVA EN MADOERA,268,Sragen,JAVA EN MADOERA,Soerakarta,Sragen,Sragen,JAVA EN MADOERA,Soerakarta,Sragen,Sragen,,,,,30793,31294,62087,160,143,303,573,429,1002,10,3,13,31536,31869,63405
JAVA EN MADOERA,267,Gondang,JAVA EN MADOERA,Soerakarta,Sragen,Gondang,JAVA EN MADOERA,Soerakarta,Sragen,Gondang,,,,,23263,23440,46703,56,42,98,171,131,302,0,0,0,23490,23613,47103
JAVA EN MADOERA,269,Masaran,JAVA EN MADOERA,Soerakarta,Sragen,Masaran,JAVA EN MADOERA,Soerakarta,Sragen,Masaran,,,,,24159,24297,48456,6,7,13,115,144,259,1,0,1,24281,24448,48729
JAVA EN MADOERA,265,Gemolong,JAVA EN MADOERA,Soerakarta,Sragen,Gemolong,JAVA EN MADOERA,Soerakarta,Sragen,Gemolong,,,,,55920,55466,111386,27,18,45,107,90,197,0,2,2,56054,55576,111630
JAVA EN MADOERA,280,Wonogiri,JAVA EN MADOERA,Soerakarta,Wonogiri,Wonogiri,JAVA EN MADOERA,Soerakarta,Wonogiri,Wonogiri,,,,,58505,59027,117532,19,16,35,460,375,835,0,0,0,58984,59418,118402
JAVA EN MADOERA,282,Djatisrono,JAVA EN MADOERA,Soerakarta,Wonogiri,Djatisrono,JAVA EN MADOERA,Soerakarta,Wonogiri,Djatisrono,,,,,55447,56650,112097,0,0,0,66,48,114,0,0,0,55513,56698,112211
